,Common Name,,,Scientific name,,
"common:""",Dolphin                       ,"""","scientific:""",Coryphaena hippurus,"""",delete
"common:""",Pompano Dolphin               ,"""","scientific:""",Coryphaena equiselis,"""",delete
"common:""",Brown Surgeonfish             ,"""","scientific:""",Acanthurus nigrofuscus,"""",delete
"common:""",Bluelined Surgeonfish         ,"""","scientific:""",Acanthurus nigroris,"""",delete
"common:""",White Bar Surgeonfish         ,"""","scientific:""",Acanthurus leucopareius,"""",delete
"common:""",Thornback Cowfish             ,"""","scientific:""",Lactoria fornasini,"""",delete
"common:""",Lined Coris                   ,"""","scientific:""",Coris ballieui,"""",delete
"common:""",Sidespot Goatfish             ,"""","scientific:""",Parupeneus pleurostigma,"""",delete
"common:""",Hawaiian Sergeant             ,"""","scientific:""",Abudefduf abdominalis,"""",delete
"common:""",Damselfishes                  ,"""","scientific:""",Pomacentridae,"""",delete
"common:""",Sailfin Tang                  ,"""","scientific:""",Zebrasoma veliferum,"""",delete
"common:""",Convict Tang                  ,"""","scientific:""",Acanthurus triostegus,"""",delete
"common:""",Sandbar Shark                 ,"""","scientific:""",Carcharhinus plumbeus,"""",delete
"common:""",Gray Reef Shark               ,"""","scientific:""",Carcharhinus amblyrhynchos,"""",delete
"common:""",Galapagos Shark               ,"""","scientific:""",Carcharhinus galapagensis,"""",delete
"common:""",Requiem Shark Family          ,"""","scientific:""",Carcharhinidae,"""",delete
"common:""",Scalloped Hammerhead Shark    ,"""","scientific:""",Sphyrna lewini,"""",delete
"common:""",White Tip Reef Shark          ,"""","scientific:""",Triaenodon obesus,"""",delete
"common:""",Black-Tipped Reef Shark       ,"""","scientific:""",Carcharhinus melanopterus,"""",delete
"common:""",Bigeye Trevally               ,"""","scientific:""",Caranx sexfasciatus,"""",delete
"common:""",Round Herring                 ,"""","scientific:""",Etrumeus teres,"""",delete
"common:""",Spotted Boxfish               ,"""","scientific:""",Ostracion meleagris,"""",delete
"common:""",Manybar Goatfish              ,"""","scientific:""",Parupeneus multifasciatus,"""",delete
"common:""",Blue Goatfish                 ,"""","scientific:""",Parupeneus cyclostomus,"""",delete
"common:""",Six-Fingered Threadfin        ,"""","scientific:""",Polydactylus sexfilis,"""",delete
"common:""",Pomfrets                      ,"""","scientific:""",Bramidae,"""",delete
"common:""",Bigeye Emperor                ,"""","scientific:""",Monotaxis grandoculis,"""",delete
"common:""",Doublebar Goatfish            ,"""","scientific:""",Parupeneus bifasciatus,"""",delete
"common:""",Orangeband Surgeonfish        ,"""","scientific:""",Acanthurus olivaceus,"""",delete
"common:""",Hawaiian Anchovies            ,"""","scientific:""",Encrasicholina purpurea,"""",delete
"common:""",Highfin Rudderfish            ,"""","scientific:""",Kyphosus cinerascens,"""",delete
"common:""",Sea Chubs                     ,"""","scientific:""",Kyphosidae,"""",delete
"common:""",Barred Jack                   ,"""","scientific:""",Carangoides ferdau,"""",delete
"common:""",Scorpionfish Family           ,"""","scientific:""",Scorpaenidae,"""",delete
"common:""",Hawaiian Lionfish             ,"""","scientific:""",Dendrochirus barberi,"""",delete
"common:""",Devil Scorpionfish           ,"""","scientific:""",Scorpaenopsis diabolus,"""",delete
"common:""",Titan Scorpionfish            ,"""","scientific:""",Scorpaenopsis cacopsis,"""",delete
"common:""",Speckled Scorpionfish         ,"""","scientific:""",Scorpaena coniorta,"""",delete
"common:""",Spotfin Scorpionfish          ,"""","scientific:""",Scorpaena ballieui,"""",delete
"common:""",Trumpetfish                   ,"""","scientific:""",Aulostomus chinensis,"""",delete
"common:""",Cornetfish                    ,"""","scientific:""",Fistularia commersoni,"""",delete
"common:""",Ornate Wrasse                 ,"""","scientific:""",Halichoeres ornatissimus,"""",delete
"common:""",Barred Filefish               ,"""","scientific:""",Cantherhines dumerili,"""",delete
"common:""",Squaretail Filefish           ,"""","scientific:""",Cantherhines sandwichiensis,"""",delete
"common:""",Fantail Filefish              ,"""","scientific:""",Pervagor spilosoma,"""",delete
"common:""",Smallmouth Bonefish           ,"""","scientific:""",Albula glossodonta,"""",delete
"common:""",Bluefin Trevally              ,"""","scientific:""",Caranx melampygus,"""",delete
"common:""",Wahoo                         ,"""","scientific:""",Acanthocybium solandri,"""",delete
"common:""",Goby Family                   ,"""","scientific:""",Gobiidae,"""",delete
"common:""",Speckled Baloonfish          ,"""","scientific:""",Arothron meleagris,"""",delete
"common:""",Stripebelly Puffer            ,"""","scientific:""",Arothron hispidus,"""",delete
"common:""",Large Headed Scorpionfish     ,"""","scientific:""",Pontinus macrocephalus,"""",delete
"common:""",Pink Snapper                  ,"""","scientific:""",Pristipomoides filamentosus,"""",delete
"common:""",Mackerel Scad                 ,"""","scientific:""",Decapterus macarellus,"""",delete
"common:""",Sleek Unicornfish             ,"""","scientific:""",Naso hexacanthus,"""",delete
"common:""",Pearl Wrasse                  ,"""","scientific:""",Anampses cuvieri,"""",delete
"common:""",Lefteye Flounder Family       ,"""","scientific:""",Bothidae,"""",delete
"common:""",Flowery Flounder              ,"""","scientific:""",Bothus mancus,"""",delete
"common:""",Achilles Tang                 ,"""","scientific:""",Acanthurus achilles,"""",delete
"common:""",Eyestriped Surgeonfish       ,"""","scientific:""",Acanthurus dussumieri,"""",delete
"common:""",Island Jack                   ,"""","scientific:""",Carangoides orthogrammus,"""",delete
"common:""",Delicate Round Herring        ,"""","scientific:""",Spratelloides delicatulus,"""",delete
"common:""",Arc-Eye Hawkfish              ,"""","scientific:""",Paracirrhites arcatus,"""",delete
"common:""",Redbarred Hawkfish            ,"""","scientific:""",Cirrhitops fasciatus,"""",delete
"common:""",Stareye Parrotfish            ,"""","scientific:""",Calotomus carolinus,"""",delete
"common:""",Bigeye Tuna                   ,"""","scientific:""",Thunnus obesus,"""",delete
"common:""",Stocky Hawkfish               ,"""","scientific:""",Cirrhitus pinnulatus,"""",delete
"common:""",Ringtail Wrasse               ,"""","scientific:""",Cheilinus unifasciatus,"""",delete
"common:""",Yellowfin Surgeonfish         ,"""","scientific:""",Acanthurus xanthopterus,"""",delete
"common:""",Ringtail Surgeonfish          ,"""","scientific:""",Acanthurus blochii,"""",delete
"common:""",Moray Family                  ,"""","scientific:""",Muraenidae,"""",delete
"common:""",Zebra Moray Eel               ,"""","scientific:""",Gymnomuraena zebra,"""",delete
"common:""",Stout Moray Eel               ,"""","scientific:""",Gymnothorax eurostus,"""",delete
"common:""",Steindachner's Moray Eel      ,"""","scientific:""",Gymnothorax steindachneri,"""",delete
"common:""",Needle-Tooth Moray            ,"""","scientific:""",Uropterygius macrocephalus,"""",delete
"common:""",Snowflake Moray Eel           ,"""","scientific:""",Echidna nebulosa,"""",delete
"common:""",Dragon Moray                  ,"""","scientific:""",Muraena pardalis,"""",delete
"common:""",Viper Moray                   ,"""","scientific:""",Enchelynassa canina,"""",delete
"common:""",Undulated Moray Eel           ,"""","scientific:""",Gymnothorax undulatus,"""",delete
"common:""",Barred Moray                  ,"""","scientific:""",Echidna polyzona,"""",delete
"common:""",Yellowmargin Moray Eel        ,"""","scientific:""",Gymnothorax flavimarginatus,"""",delete
"common:""",Mustache Conger Eel           ,"""","scientific:""",Conger cinereus,"""",delete
"common:""",Whitemouth Moray Eel          ,"""","scientific:""",Gymnothorax meleagris,"""",delete
"common:""",Yellowhead Moray Eel          ,"""","scientific:""",Gymnothorax rueppelliae,"""",delete
"common:""",Cusk Eel Family               ,"""","scientific:""",Ophidiidae,"""",delete
"common:""",Ambon Toby                    ,"""","scientific:""",Canthigaster amboinensis,"""",delete
"common:""",Peacock Grouper               ,"""","scientific:""",Cephalopholis argus,"""",delete
"common:""",Stripey                       ,"""","scientific:""",Microcanthus strigatus,"""",delete
"common:""",Summer Mullet                 ,"""","scientific:""",Valamugil engeli,"""",delete
"common:""",Bluestipe Snapper             ,"""","scientific:""",Lutjanus kasmira,"""",delete
"common:""",Blacktail Snapper             ,"""","scientific:""",Lutjanus fulvus,"""",delete
"common:""",Parrotfish Family             ,"""","scientific:""",Scaridae,"""",delete
"common:""",Bandtail Parrotfish          ,"""","scientific:""",Scarus taeniurus,"""",delete
"common:""",Bullethead Parrotfish         ,"""","scientific:""",Scarus sordidus,"""",delete
"common:""",Palenose Parrotfish           ,"""","scientific:""",Scarus psittacus,"""",delete
"common:""",Spectacled Parrotfish         ,"""","scientific:""",Scarus perspicillatus,"""",delete
"common:""",Regal Parrotfish              ,"""","scientific:""",Scarus dubius,"""",delete
"common:""",Redlip Parrotfish             ,"""","scientific:""",Scarus rubroviolaceus,"""",delete
"common:""",Bingham'S Snapper             ,"""","scientific:""",Pristipomoides zonatus,"""",delete
"common:""",Green Jobfish                 ,"""","scientific:""",Aprion virescens,"""",delete
"common:""",Ruby Snapper                  ,"""","scientific:""",Etelis carbunculus,"""",delete
"common:""",Longtailed Red Snapper        ,"""","scientific:""",Etelis coruscans,"""",delete
"common:""",Lizardfishes                  ,"""","scientific:""",Synodontidae,"""",delete
"common:""",Slender Lizardfish            ,"""","scientific:""",Saurida gracilis,"""",delete
"common:""",Jack Family                   ,"""","scientific:""",Carangidae,"""",delete
"common:""",Giant Trevally                ,"""","scientific:""",Caranx ignobilis,"""",delete
"common:""",African Pompano               ,"""","scientific:""",Alectis ciliaris,"""",delete
"common:""",Golden Trevally               ,"""","scientific:""",Gnathanodon speciosus,"""",delete
"common:""",Orangespine Unicornfish      ,"""","scientific:""",Naso lituratus,"""",delete
"common:""",Sharpnose Mullet              ,"""","scientific:""",Neomyxus leuciscus,"""",delete
"common:""",Cardinalfishes                ,"""","scientific:""",Apogonidae,"""",delete
"common:""",Spotted Cardinalfish          ,"""","scientific:""",Apogon maculiferus,"""",delete
"common:""",Iridescent Cardinalfish       ,"""","scientific:""",Apogon kallopterus,"""",delete
"common:""",Bandfin Cardinalfish          ,"""","scientific:""",Apogon menesemus,"""",delete
"common:""",Bigscale Soldierfish          ,"""","scientific:""",Myripristis berndti,"""",delete
"common:""",Brick Soldierfish             ,"""","scientific:""",Myripristis amaena,"""",delete
"common:""",Epaulette Soldierfish         ,"""","scientific:""",Myripristis kuntee,"""",delete
"common:""",Yellowfin Soldierfish         ,"""","scientific:""",Myripristis chryseres,"""",delete
"common:""",Whitetip Soldierfish          ,"""","scientific:""",Myripristis vittata,"""",delete
"common:""",Roughscale Soldierfish        ,"""","scientific:""",Plectrypops lima,"""",delete
"common:""",Smalltooth Jobfish            ,"""","scientific:""",Aphareus furcatus,"""",delete
"common:""",Oilfish                       ,"""","scientific:""",Ruvettus pretiosus,"""",delete
"common:""",Yellowstripe Goatfish         ,"""","scientific:""",Mulloidichthys flavolineatus,"""",delete
"common:""",Pflugers Goatfish             ,"""","scientific:""",Mulloidichthys pflugeri,"""",delete
"common:""",Bandtail Goatfish             ,"""","scientific:""",Upeneus arge,"""",delete
"common:""",Yellowfin Goatfish            ,"""","scientific:""",Mulloidichthys vanicolensis,"""",delete
"common:""",Goldring Surgeonfish          ,"""","scientific:""",Ctenochaetus strigosus,"""",delete
